EGID,heatingNeeds(Wh),coolingNeeds(Wh),GBAUP,GASTW,GAREA,GKLAS
1013121,150858000.0,-16839400.0,8012.0,7.0,312.0,1122.0
1013031,39311700.0,-1435310.0,8013.0,7.0,69.0,1122.0
1013211,90716400.0,-4093460.0,8011.0,5.0,180.0,1122.0
295148913,40847900.0,-541044.0,,,,
1012968,72125800.0,-2044900.0,8011.0,7.0,153.0,1122.0
295101579,6120550.0,-92369.5,,,,
295094209,6825820.0,-92896.3,,,,
295510511,3199310.0,-14103.0,,,,
295511884,157848.0,-30779.1,,,,
1013039,62702000.0,-5669930.0,8013.0,5.0,260.0,1122.0
2037897,204064000.0,-8910140.0,8013.0,7.0,458.0,1220.0
2038845,110572000.0,-29640500.0,8019.0,6.0,666.0,1122.0
1013155,45652700.0,-127268000.0,8014.0,13.0,326.0,1122.0
2037886,24957600.0,-1211410.0,8014.0,1.0,321.0,1230.0
295080454,210177000.0,-7083090.0,8015.0,1.0,1247.0,1251.0
1012882,129634000.0,-1659410.0,8011.0,6.0,250.0,1122.0
295099698,1294480.0,-46520.5,,,,
1013055,86159500.0,-2905850.0,8011.0,6.0,143.0,1122.0
295081240,10190100.0,-412639.0,8014.0,1.0,36.0,1242.0
1013103,161786000.0,-3601640.0,8011.0,8.0,291.0,1122.0
1013118,187468000.0,-4130450.0,8011.0,7.0,294.0,1122.0
1013034,101772000.0,-5931420.0,8011.0,5.0,291.0,1122.0
1013230,165534000.0,-5009440.0,8012.0,6.0,289.0,1122.0
1013131,62591200.0,-7918670.0,8013.0,6.0,208.0,1122.0
1012995,80016700.0,-4373830.0,8011.0,5.0,222.0,1122.0
1013139,107710000.0,-7190650.0,8011.0,6.0,233.0,1122.0
1012894,60764000.0,-13301200.0,8014.0,7.0,229.0,1122.0
1013060,101268000.0,-2705650.0,8011.0,7.0,247.0,1122.0
2037878,273326000.0,-8725960.0,8011.0,4.0,511.0,1263.0
295097181,1552620.0,-198190.0,,,,
1013170,64865800.0,-10207500.0,8012.0,7.0,211.0,1122.0
295116926,183509000.0,-6142680.0,8012.0,5.0,427.0,1122.0
295081239,308964000.0,-12262600.0,8017.0,5.0,893.0,1274.0
295101605,86424300.0,-86664.8,,,,
295101867,69493100.0,-62813.5,8014.0,1.0,891.0,1242.0
295080459,85002400.0,-2291040.0,,,,
1013041,198089000.0,-4827500.0,8012.0,7.0,381.0,1122.0
295148996,72104900.0,-3649770.0,,,,
2038112,112335000.0,-2337900.0,8018.0,7.0,366.0,1122.0
1012897,90001000.0,-28272300.0,8012.0,8.0,314.0,1122.0
1012929,98993900.0,-20219800.0,8011.0,7.0,354.0,1122.0
1013100,80789400.0,-2481640.0,8017.0,8.0,275.0,1122.0
2038944,87737700.0,-2332110.0,8012.0,2.0,313.0,1252.0
1013110,114909000.0,-4240420.0,8011.0,5.0,282.0,1122.0
2038339,74599900.0,-3327560.0,8014.0,3.0,278.0,1263.0
1013111,152893000.0,-2063110.0,8012.0,6.0,265.0,1122.0
1013228,78558800.0,-11563800.0,8012.0,7.0,258.0,1122.0
295010321,68560900.0,-1879870.0,8020.0,6.0,261.0,1122.0
2037955,130081000.0,-4478670.0,8012.0,6.0,246.0,1220.0
295081234,139457000.0,-858194.0,8017.0,2.0,594.0,1220.0
1013054,135964000.0,-3912730.0,8011.0,7.0,236.0,1122.0
2039592,74306600.0,-1596860.0,8014.0,5.0,190.0,1264.0
295095851,4544270.0,-5850.23,,,,
295075594,4096060.0,-107749.0,,,,
295087883,2648660.0,-781108.0,,,,
295101590,2286350.0,-77540.5,,,,
295103531,8647820.0,-509.283,,,,
295097006,14847800.0,-245276.0,,,,
1013033,185286000.0,-4815420.0,8013.0,8.0,354.0,1122.0
1013061,43823200.0,-5350770.0,8011.0,6.0,148.0,1122.0
1013208,67428000.0,-4510250.0,8011.0,6.0,169.0,1122.0
295101747,8120420.0,-782386.0,,,,
1012950,137893000.0,-1176640.0,8014.0,1.0,473.0,1252.0
295101596,300905000.0,-14273100.0,,,,
1013253,21978000.0,-44372000.0,8015.0,10.0,248.0,1122.0
1013097,150036000.0,-4246090.0,8017.0,8.0,372.0,1122.0
2038401,822114000.0,-36390900.0,8014.0,6.0,1996.0,1220.0
1013048,82622300.0,-9526700.0,8011.0,7.0,198.0,1122.0
1012994,104771000.0,-2801470.0,8011.0,5.0,195.0,1122.0
1012923,98173700.0,-2716190.0,8011.0,7.0,178.0,1122.0
1013127,111485000.0,-7211460.0,8012.0,6.0,295.0,1122.0
1013278,128083000.0,-3239080.0,8014.0,7.0,292.0,1122.0
1012872,118308000.0,-10598100.0,8011.0,6.0,286.0,1122.0
1012955,63238500.0,-11802400.0,8011.0,7.0,207.0,1122.0
1013065,43928300.0,-2731370.0,8013.0,5.0,206.0,1122.0
1013073,88144200.0,-7772340.0,8012.0,6.0,225.0,1122.0
1012855,52251000.0,-2228410.0,8016.0,4.0,231.0,1122.0
1012895,66678400.0,-19408500.0,8012.0,8.0,233.0,1122.0
295081616,89896500.0,-10366200.0,8012.0,4.0,431.0,1241.0
295082361,155753000.0,-7171600.0,8012.0,4.0,424.0,1263.0
2037903,146525000.0,-3966100.0,8018.0,7.0,501.0,1122.0
295094870,169614000.0,-2938380.0,8013.0,1.0,1231.0,1251.0
295082366,966036000.0,-27322000.0,8013.0,4.0,2480.0,1251.0
295101573,226693000.0,-11347800.0,8013.0,9.0,2210.0,1242.0
1013243,220069000.0,-7199280.0,8017.0,8.0,509.0,1122.0
295087307,97933000.0,-4701620.0,8012.0,7.0,191.0,1220.0
1013173,37872900.0,-19452900.0,8014.0,8.0,152.0,1122.0
295144190,152215000.0,-4050080.0,8015.0,8.0,372.0,1122.0
1013096,151649000.0,-4368940.0,8017.0,8.0,377.0,1122.0
2037202,108289000.0,-2461610.0,8017.0,6.0,279.0,1220.0
295096279,1050960.0,-126491.0,,,,
1013101,87809500.0,-2404300.0,8017.0,8.0,278.0,1122.0
1012982,84648500.0,-2127470.0,8017.0,5.0,278.0,1122.0
295095060,33399100.0,-1348940.0,,,,
1012971,65237000.0,-10112200.0,8014.0,6.0,267.0,1122.0
1013038,70926100.0,-5601530.0,8013.0,5.0,263.0,1122.0
1013141,96250000.0,-7022830.0,8012.0,6.0,219.0,1122.0
1012932,109998000.0,-3535470.0,8011.0,10.0,255.0,1122.0
1012960,118947000.0,-6101580.0,8011.0,5.0,233.0,1220.0
1013066,120469000.0,-2015180.0,8011.0,3.0,189.0,1220.0
295084173,1296650.0,-237152.0,,,,
295094622,3230820.0,-175364.0,,,,
295094877,3372430.0,-36069.8,,,,
295080451,4380210.0,-620657.0,,,,
295081374,12986600.0,-27775.1,8013.0,1.0,100.0,1242.0
295102956,1375210.0,-32086.7,,,,
295129714,405959.0,-40001.1,,,,
2037215,49093300.0,-2214490.0,8014.0,4.0,147.0,1264.0
1013285,42154300.0,-4579510.0,8011.0,6.0,123.0,1122.0
295079725,87532900.0,-3360300.0,8015.0,6.0,222.0,1220.0
1013241,88614500.0,-2048610.0,8011.0,6.0,156.0,1122.0
295079652,26988000.0,-910681.0,,,,
295095160,11728900.0,-578897.0,,,,
295127871,215448000.0,-6897430.0,,,,
295095132,4199350.0,-292848.0,,,,
295097774,185591000.0,-4391360.0,8012.0,3.0,704.0,1261.0
1013267,55014900.0,-2726990.0,8014.0,4.0,209.0,1122.0
1013191,112268000.0,-25803100.0,8014.0,8.0,326.0,1122.0
1013203,51266200.0,-7961660.0,8012.0,7.0,178.0,1122.0
2036986,640670000.0,-15963000.0,8013.0,3.0,2017.0,1251.0
2039727,975081000.0,-41089600.0,8011.0,8.0,1799.0,1220.0
1013045,86925200.0,-1784450.0,8011.0,6.0,136.0,1122.0
295081246,11009800.0,-525700.0,,,,
295094828,22867500.0,-2532520.0,,,,
1012871,119132000.0,-9548480.0,8011.0,6.0,287.0,1122.0
295113055,81345400.0,-3136580.0,8021.0,7.0,207.0,1130.0
1012928,90951200.0,-6067960.0,8013.0,5.0,205.0,1122.0
1012998,64060200.0,-11590600.0,8013.0,7.0,225.0,1122.0
1012936,85789100.0,-6264460.0,8012.0,6.0,224.0,1122.0
1013252,37561900.0,-40039000.0,8015.0,10.0,248.0,1122.0
295094779,4170590.0,-439301.0,,,,
1013079,210175000.0,-5087230.0,8012.0,8.0,423.0,1122.0
2037904,145086000.0,-2789320.0,8018.0,6.0,413.0,1122.0
2039725,125538000.0,-3367010.0,8018.0,7.0,448.0,1122.0
1013070,285093000.0,-7580960.0,8013.0,8.0,518.0,1130.0
295134826,271117000.0,-9324560.0,,,,
1012862,136878000.0,-3313110.0,8012.0,5.0,278.0,1122.0
1012973,110807000.0,-18336500.0,8013.0,7.0,374.0,1122.0
1012904,82602900.0,-4493050.0,8011.0,5.0,217.0,1122.0
1013269,137671000.0,-36490500.0,8017.0,7.0,748.0,1122.0
1012974,83862500.0,-10735400.0,8011.0,6.0,310.0,1122.0
1012868,115729000.0,-17136600.0,8011.0,7.0,310.0,1122.0
2037442,74936400.0,-3147510.0,8018.0,8.0,277.0,1122.0
1013234,90254800.0,-27219100.0,8013.0,8.0,274.0,1122.0
295101806,9286380.0,-635371.0,,,,
295094177,2519140000.0,-52729800.0,,,,
1013161,54682600.0,-13521100.0,8014.0,7.0,247.0,1122.0
295010323,30916700.0,-15305300.0,8020.0,7.0,249.0,1122.0
1012976,80008800.0,-942177.0,8011.0,3.0,244.0,1121.0
295111490,181829000.0,-5892010.0,8021.0,8.0,449.0,1122.0
2037853,581842000.0,-24050300.0,8011.0,5.0,1121.0,1261.0
9059028,580180000.0,-20632600.0,8012.0,5.0,1084.0,1220.0
2038199,126552000.0,-2743680.0,8014.0,6.0,339.0,1121.0
295080440,35100900.0,-1057790.0,,,,
1013232,92130900.0,-17228000.0,8013.0,7.0,241.0,1122.0
1012858,49078500.0,-2518620.0,8015.0,4.0,194.0,1122.0
2039718,80567300.0,-2281230.0,8018.0,7.0,283.0,1122.0
1013099,80536900.0,-2532430.0,8017.0,8.0,276.0,1122.0
295087674,1936500.0,-180673.0,,,,
1012856,49746100.0,-2469890.0,8015.0,4.0,193.0,1122.0
295095849,7552640.0,-19372.7,,,,
295083698,35107000.0,-1679380.0,8011.0,1.0,112.0,1252.0
295097377,751806.0,-18222.4,,,,
295102034,3736400.0,-121658.0,,,,
295102558,13903100.0,-511960.0,,,,
2038233,285559000.0,-10875200.0,8014.0,7.0,629.0,1220.0
1013152,44035500.0,-125903000.0,8014.0,13.0,326.0,1122.0
1013295,74768500.0,-6754130.0,8011.0,6.0,214.0,1122.0
295079700,5461220.0,-137254.0,,,,
1013262,77065700.0,-9887490.0,8011.0,7.0,211.0,1122.0
295101759,8708810.0,-376378.0,,,,
295080524,3618860.0,-68834.5,,,,
295060367,67012800.0,-2325400.0,8021.0,6.0,286.0,1122.0
1012870,80997200.0,-10617900.0,8011.0,7.0,222.0,1122.0
295080443,19523800.0,-1623280.0,8014.0,1.0,86.0,1252.0
2037101,50520700.0,-1689980.0,8012.0,3.0,215.0,1251.0
1013257,105311000.0,-12462700.0,8012.0,7.0,235.0,1122.0
1012879,71952100.0,-7161120.0,8012.0,6.0,203.0,1122.0
1012851,74010800.0,-5904430.0,8011.0,5.0,202.0,1122.0
1012908,44848800.0,-10180000.0,8014.0,7.0,193.0,1122.0
295101758,34337600.0,-980649.0,,,,
295095063,2635100.0,-132120.0,,,,
295081226,10842400.0,-165581.0,,,,
295095357,47011600.0,-1011370.0,,,,
1013291,80252200.0,-2013770.0,8012.0,6.0,174.0,1122.0
1013053,78118100.0,-1642040.0,8011.0,6.0,146.0,1122.0
295103728,25528000.0,-105863.0,,,,
1012978,48947500.0,-1203940.0,8017.0,6.0,180.0,1122.0
1013024,82952100.0,-1537470.0,8011.0,6.0,152.0,1122.0
295094843,8184740.0,-66604.9,,1.0,46.0,1251.0
295139751,3359850.0,-406586.0,,,,
2036979,918253000.0,-8138530.0,8011.0,2.0,1566.0,1263.0
295516186,8372780.0,-443528.0,,,,
1012979,162484000.0,-7677480.0,8013.0,7.0,363.0,1122.0
1012981,132200000.0,-18534300.0,8013.0,7.0,327.0,1122.0
1013221,156101000.0,-4718740.0,8011.0,6.0,249.0,1122.0
1012931,75592300.0,-7420120.0,8011.0,6.0,255.0,1122.0
295079709,1774660.0,-105200.0,,,,
295101045,24383300.0,-2569790.0,,,,
1013225,98075400.0,-8870500.0,8011.0,6.0,247.0,1122.0
1013180,75898800.0,-43571500.0,8014.0,10.0,289.0,1122.0
295116925,76202000.0,-2430780.0,8012.0,5.0,206.0,1122.0
1013124,77147400.0,-5177110.0,8012.0,6.0,226.0,1122.0
1013219,58988100.0,-18689800.0,8011.0,8.0,247.0,1122.0
2039717,81681900.0,-2286050.0,8018.0,8.0,231.0,1122.0
1012892,63432800.0,-20991400.0,8012.0,8.0,229.0,1122.0
295030288,163828000.0,-4683380.0,8020.0,4.0,411.0,1220.0
1013036,117828000.0,-1498280.0,8016.0,6.0,413.0,1122.0
1012987,94100100.0,-8220080.0,8011.0,6.0,227.0,1122.0
295081033,42954400.0,-1744580.0,8013.0,1.0,315.0,1272.0
295081243,49999100.0,-2064210.0,8017.0,2.0,303.0,1252.0
1012874,88425900.0,-7056480.0,8011.0,6.0,230.0,1122.0
1013280,72094100.0,-3178480.0,8016.0,8.0,150.0,1122.0
1012881,94362500.0,-20517900.0,8012.0,6.0,246.0,1122.0
1013229,97278900.0,-8630390.0,8011.0,6.0,245.0,1122.0
1013245,63424300.0,-11495100.0,8013.0,7.0,182.0,1122.0
1013090,80137200.0,-11928800.0,8012.0,7.0,202.0,1122.0
295101816,14917700.0,-1376100.0,,,,
295096280,1100650.0,-102284.0,,,,
295095340,769924.0,-16120.0,,,,
295097004,17090100.0,-92953.6,,,,
295094780,1095780.0,-131586.0,,,,
2037445,87357900.0,-4406350.0,8018.0,9.0,329.0,1122.0
1013188,114827000.0,-25286400.0,8014.0,8.0,326.0,1122.0
1012896,102876000.0,-25844100.0,8012.0,8.0,319.0,1122.0
1013128,142711000.0,-2583390.0,8011.0,6.0,252.0,1122.0
1013167,75084100.0,-12415100.0,8012.0,7.0,251.0,1122.0
1013159,74854600.0,-15516800.0,8014.0,7.0,250.0,1122.0
1013218,90962400.0,-8560540.0,8011.0,6.0,250.0,1122.0
1012991,79283000.0,-2725180.0,8012.0,7.0,145.0,1122.0
295085068,58577400.0,-1079990.0,8021.0,5.0,138.0,1122.0
295096733,23978500.0,-2609710.0,,,,
1012912,109090000.0,-2127640.0,8019.0,7.0,303.0,1122.0
1013004,78507500.0,-5745390.0,8012.0,6.0,228.0,1122.0
1013224,97205300.0,-8717380.0,8011.0,6.0,246.0,1122.0
295101765,18894900.0,-895878.0,,,,
295095118,4815210.0,-54536.5,,,,
2039710,117235000.0,-3180970.0,8013.0,3.0,435.0,1220.0
295094875,562051000.0,-17419500.0,8012.0,5.0,1097.0,1261.0
1012913,99715600.0,-2394870.0,8012.0,6.0,165.0,1122.0
2038019,526809000.0,-58599900.0,8014.0,,6127.0,1251.0
2037122,185885000.0,-28437500.0,8012.0,6.0,582.0,1230.0
2037814,165557000.0,-6285170.0,8015.0,2.0,585.0,1263.0
1013091,154839000.0,-4546830.0,8017.0,8.0,382.0,1122.0
1013125,129248000.0,-2489340.0,8011.0,6.0,257.0,1122.0
3131675,24969300.0,-54194500.0,8019.0,9.0,369.0,1122.0
295030365,142478000.0,-19391800.0,8020.0,8.0,354.0,1263.0
2038200,142626000.0,-2459540.0,8014.0,6.0,341.0,1121.0
1013094,80615100.0,-2495100.0,8017.0,8.0,276.0,1122.0
2037896,66761200.0,-1612100.0,8011.0,2.0,265.0,1220.0
1012969,99505400.0,-7677530.0,8015.0,8.0,263.0,1122.0
1012939,113428000.0,-2317870.0,8011.0,4.0,269.0,1122.0
295112328,130803000.0,-9165500.0,8022.0,9.0,261.0,1130.0
1013256,156043000.0,-5601010.0,8012.0,7.0,241.0,1122.0
1013144,120471000.0,-2572400.0,8011.0,7.0,216.0,1122.0
1013259,75360400.0,-11256900.0,8012.0,7.0,235.0,1122.0
1012977,47336000.0,-1159760.0,8017.0,6.0,183.0,1122.0
295080529,1661800.0,-102533.0,,,,
1012861,50286700.0,-2369520.0,8015.0,4.0,189.0,1122.0
295095131,1586490.0,-246891.0,,,,
295094179,3284430.0,-74559.1,,,,
295095857,5764280.0,-130806.0,8012.0,1.0,27.0,1251.0
295081094,9484140.0,-516908.0,,,,
1013002,59381200.0,-4238790.0,8012.0,6.0,162.0,1122.0
1013281,12265800.0,-27376200.0,8016.0,9.0,179.0,1122.0
295103532,6962840.0,-627.773,,,,
295087309,65532800.0,-2684230.0,,,,
295079680,5076070.0,-270396.0,,,,
295079679,4846820.0,-309397.0,,,,
2039261,318208000.0,-15834500.0,8014.0,7.0,672.0,1263.0
1012850,119148000.0,-15108100.0,8011.0,6.0,324.0,1122.0
1013165,51453900.0,-119263000.0,8014.0,13.0,325.0,1122.0
1012959,235197000.0,-2777000.0,8013.0,1.0,1427.0,1265.0
1013204,158751000.0,-3342780.0,8012.0,5.0,259.0,1122.0
295101082,1040250.0,-155792.0,,,,
1013044,79710300.0,-1506640.0,8011.0,6.0,144.0,1122.0
1013030,82808500.0,-2255770.0,8012.0,6.0,141.0,1122.0
295081448,12621700.0,-191989.0,,,,
295079698,18386600.0,-21376.6,,,,
295101763,5434700.0,-176416.0,,,,
1013050,102732000.0,-4528790.0,8016.0,9.0,288.0,1122.0
1013283,76211300.0,-10451500.0,8011.0,7.0,209.0,1122.0
1012937,62046100.0,-11742200.0,8013.0,7.0,205.0,1122.0
1013064,50755000.0,-3943330.0,8013.0,5.0,226.0,1122.0
295104837,229276000.0,-9222340.0,8017.0,4.0,581.0,1261.0
2037816,78039600.0,-29025.2,8014.0,1.0,894.0,1242.0
1012953,118818000.0,-39817900.0,8014.0,7.0,791.0,1122.0
1013107,1353680000.0,-22977200.0,8011.0,3.0,2791.0,1274.0
1013263,176460000.0,-30546000.0,8011.0,7.0,557.0,1122.0
2036987,488744000.0,-13468600.0,8011.0,3.0,962.0,1220.0
1013223,156453000.0,-8871590.0,8013.0,3.0,492.0,1110.0
2037446,141771000.0,-6745910.0,8018.0,9.0,519.0,1122.0
1013172,51543200.0,-13088100.0,8011.0,8.0,168.0,1122.0
1012859,108048000.0,-11926000.0,8012.0,6.0,337.0,1122.0
1012961,167293000.0,-6884930.0,8012.0,6.0,347.0,1122.0
2039712,103600000.0,-2579460.0,8013.0,3.0,356.0,1220.0
2038111,99301800.0,-2136710.0,8018.0,7.0,344.0,1122.0
1013198,78288300.0,-13965600.0,8013.0,7.0,304.0,1122.0
295009895,148848000.0,-4973580.0,8013.0,5.0,393.0,1220.0
2750089,92967700.0,-9186790.0,8011.0,6.0,221.0,1122.0
295096301,282064000.0,-17519800.0,8014.0,6.0,906.0,1220.0
1012985,97286400.0,-10602800.0,8011.0,6.0,282.0,1122.0
1012962,46659800.0,-7914880.0,8019.0,6.0,238.0,1122.0
1013092,79873400.0,-2476050.0,8017.0,8.0,276.0,1122.0
1013146,160628000.0,-4255770.0,8013.0,7.0,256.0,1122.0
1013108,88109000.0,-8232660.0,8012.0,6.0,262.0,1122.0
1013239,136713000.0,-10159800.0,8012.0,6.0,278.0,1122.0
1013042,64502500.0,-21269700.0,8013.0,8.0,258.0,1122.0
1013175,40015600.0,-17696700.0,8013.0,8.0,246.0,1122.0
1012984,72960300.0,-7456280.0,8012.0,6.0,215.0,1122.0
1013258,107885000.0,-12684900.0,8012.0,7.0,241.0,1122.0
1012889,76484600.0,-13290200.0,8011.0,7.0,235.0,1122.0
1013216,75097600.0,-10176000.0,8011.0,7.0,184.0,1122.0
1012863,62045100.0,-7986740.0,8012.0,6.0,202.0,1122.0
295081238,7464980.0,-481531.0,,,,
295094207,9061400.0,-159030.0,,,,
295096281,1087190.0,-96993.7,,,,
295096976,23058400.0,-2245830.0,,,,
295094829,23006300.0,-2526100.0,,,,
2039716,1301090000.0,-38701200.0,8013.0,4.0,3159.0,1241.0
295095358,1021520.0,-13022.0,,,,
1013215,67178900.0,-5242700.0,8012.0,6.0,167.0,1122.0
1013282,56859900.0,-5692730.0,8012.0,6.0,173.0,1122.0
1012916,82266200.0,-2295950.0,8011.0,5.0,169.0,1122.0
1013207,97082900.0,-1772260.0,8011.0,8.0,166.0,1122.0
1013214,100374000.0,-1243120.0,8011.0,6.0,161.0,1122.0
295102607,32816300.0,-2550810.0,,,,
295094186,7538500.0,-78031.9,,,,
295127868,128866000.0,-7199210.0,8022.0,8.0,620.0,1122.0
295514154,718336000.0,-37957800.0,,,,
1013156,85074600.0,-15791500.0,8014.0,7.0,249.0,1122.0
1013237,95972400.0,-2979260.0,8011.0,1.0,269.0,1251.0
1013286,108429000.0,-2017570.0,8011.0,6.0,195.0,1122.0
1013062,46802300.0,-6993080.0,8013.0,6.0,214.0,1122.0
1013265,80647700.0,-13349500.0,8012.0,7.0,229.0,1122.0
295096984,25102100.0,-201358.0,,1.0,37.0,1251.0
1012943,53073700.0,-2677600.0,8019.0,5.0,224.0,1122.0
1013077,61818400.0,-10267000.0,8011.0,7.0,225.0,1122.0
1012970,136630000.0,-4654510.0,8011.0,6.0,232.0,1122.0
1012903,93417300.0,-8745890.0,8011.0,6.0,248.0,1122.0
1012899,142476000.0,-14466300.0,8016.0,8.0,432.0,1264.0
1013019,66365100.0,-3514350.0,8011.0,5.0,161.0,1122.0
1013270,186109000.0,-85019800.0,8014.0,9.0,850.0,1122.0
2038336,312901000.0,-13897800.0,8013.0,6.0,749.0,1220.0
295080444,650952000.0,-29515700.0,8018.0,2.0,6575.0,1241.0
1013080,115887000.0,-35001800.0,8012.0,8.0,500.0,1122.0
295116928,154535000.0,-3230100.0,8012.0,4.0,396.0,1122.0
2036988,111076000.0,-7364680.0,8020.0,2.0,806.0,1220.0
2039335,123621000.0,-4896760.0,8019.0,8.0,315.0,1122.0
2037889,12506500.0,-4624610.0,,,262.0,1230.0
1012906,136406000.0,-10191300.0,8011.0,6.0,282.0,1122.0
1013187,124860000.0,-21856300.0,8014.0,8.0,271.0,1122.0
1012919,132338000.0,-2779220.0,8011.0,3.0,246.0,1110.0
1013287,78598700.0,-9106700.0,8012.0,6.0,243.0,1122.0
1013087,58998400.0,-15749000.0,8012.0,8.0,242.0,1122.0
1013240,68169300.0,-2742640.0,8018.0,9.0,223.0,1122.0
1012865,73241700.0,-5921220.0,8012.0,5.0,201.0,1122.0
1012944,111367000.0,-1604850.0,8011.0,5.0,189.0,1122.0
1012907,94989500.0,-4869540.0,8012.0,5.0,186.0,1122.0
1013015,38444700.0,-11490400.0,8020.0,6.0,174.0,1122.0
295099699,882270.0,-61102.6,,,,
1013025,78619300.0,-1930580.0,8011.0,6.0,147.0,1122.0
295103727,20453300.0,-681639.0,,,,
1012915,89527700.0,-5623040.0,8011.0,5.0,171.0,1122.0
295101787,8247510.0,-211421.0,,,,
295101643,7060100.0,-37941.8,8014.0,1.0,49.0,1242.0
295095062,8050910.0,-642385.0,,,,
295081205,5137770.0,-236486.0,,,,
2037880,428615000.0,-47253000.0,8013.0,6.0,2964.0,1230.0
2037099,70821000.0,-14353200.0,8015.0,7.0,196.0,1122.0
2037954,136151000.0,-4821050.0,8012.0,6.0,249.0,1220.0
1012925,131692000.0,-3249770.0,8012.0,7.0,255.0,1122.0
295081201,3308250000.0,-43789600.0,8014.0,1.0,16575.0,1252.0
1013190,122884000.0,-22223800.0,8014.0,8.0,269.0,1122.0
1013193,112174000.0,-25166000.0,8014.0,8.0,269.0,1122.0
2037883,23411800.0,-1358460.0,8014.0,1.0,269.0,1230.0
295080453,3271400.0,-398185.0,,,,
1013140,108285000.0,-8476360.0,8011.0,6.0,197.0,1122.0
295132125,683061.0,-58286.8,,,,
2038398,19788400.0,-137548.0,8017.0,1.0,175.0,1230.0
1013264,49581300.0,-4941720.0,8011.0,6.0,136.0,1122.0
295101589,11259700.0,-1515390.0,8013.0,1.0,135.0,1251.0
295101080,3252390.0,-1854570.0,,,,
2038945,76707300.0,-273153.0,,,566.0,1242.0
2037285,161270000.0,-5150630.0,8012.0,6.0,297.0,1121.0
1013109,97697800.0,-6881570.0,8011.0,6.0,286.0,1122.0
2039729,65523100.0,-1663220.0,8018.0,7.0,225.0,1122.0
1013037,117665000.0,-12597000.0,8012.0,6.0,463.0,1122.0
